ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2021-05-13T00:00:00.000000000Z,35,2,2194,187.880000000,193.350000000,179.320000000,183.750000000,993695,CRWD
2021-05-13T00:00:00.000000000Z,35,2,7936,130.260000000,132.360000000,129.500000000,131.245000000,38812,QQQM
2021-05-13T00:00:00.000000000Z,35,2,718,597.530000000,628.740000000,596.370000000,623.100000000,521922,ASML
2021-05-13T00:00:00.000000000Z,35,2,6212,1280.770000000,1317.000000000,1262.000000000,1296.660000000,201419,MELI
2021-05-13T00:00:00.000000000Z,35,2,2092,371.000000000,381.360000000,371.000000000,379.000000000,714952,COST
2021-05-13T00:00:00.000000000Z,35,2,8821,229.160000000,233.460000000,228.000000000,230.860000000,368678,SNPS
2021-05-13T00:00:00.000000000Z,35,2,4827,146.570000000,148.040000000,144.400000000,146.250000000,1850916,IBB
2021-05-13T00:00:00.000000000Z,35,2,4272,109.522500000,111.975000000,109.068500000,111.500000000,13140780,GOOGL
2021-05-13T00:00:00.000000000Z,35,2,518,157.116500000,160.150000000,156.655000000,158.100000000,17526360,AMZN
2021-05-13T00:00:00.000000000Z,35,2,9612,193.833333333,202.126666667,186.550000000,191.326666667,28399260,TSLA
2021-05-13T00:00:00.000000000Z,35,2,8864,128.666666667,132.870000000,127.336666667,131.103333333,1983570,SOXX
2021-05-13T00:00:00.000000000Z,35,2,6250,41.684000000,42.340000000,41.680000000,42.080000000,140675,MGK
2021-05-14T00:00:00.000000000Z,35,2,6704,49.085000000,49.495000000,48.665000000,49.486000000,9206240,NFLX
2021-05-14T00:00:00.000000000Z,35,2,8839,232.820000000,240.790000000,232.000000000,239.160000000,334573,SNPS
2021-05-14T00:00:00.000000000Z,35,2,10198,213.000000000,218.180000000,213.000000000,217.280000000,499922,VRTX
2021-05-14T00:00:00.000000000Z,35,2,2092,379.520000000,385.790000000,379.000000000,384.750000000,645131,COST
2021-05-14T00:00:00.000000000Z,35,2,3850,106.350000000,107.910000000,106.050000000,107.600000000,21663,FTEC
2021-05-14T00:00:00.000000000Z,35,2,2194,187.000000000,191.790000000,183.700000000,191.790000000,755300,CRWD
2021-05-14T00:00:00.000000000Z,35,2,7901,128.030000000,131.410000000,127.810000000,130.260000000,3351551,QCOM
2021-05-14T00:00:00.000000000Z,35,2,1313,32.220000000,33.110000000,32.190000000,33.110000000,185894,BOTZ
2021-05-14T00:00:00.000000000Z,35,2,9330,55.460000000,56.050000000,55.460000000,55.920000000,2122,TDIV
2021-05-14T00:00:00.000000000Z,35,2,4282,112.307000000,114.240000000,112.299000000,114.148500000,11813640,GOOGL
2021-05-14T00:00:00.000000000Z,35,2,9631,193.333333333,199.600000000,190.153333333,199.516666667,20781834,TSLA
2021-05-14T00:00:00.000000000Z,35,2,10243,43.761666667,44.245000000,43.651666667,44.151666667,162432,VUG
